,0,1,2,3,4
0,9.366531,13.675467,1.1380674,1.9737096,166.94174
1,8.159688,14.340939,1.1424879,2.1550062,679.9045
2,8.326873,14.545557,1.1486071,2.1757486,446.98688
3,8.167361,14.551371,1.1501656,2.1902285,778.1162
4,7.7447557,14.412102,1.1471871,2.1781247,748.6434
5,7.8118587,14.45996,1.1452929,2.141803,618.2704
6,8.031669,14.393456,1.142284,2.122996,658.58234
7,7.982698,14.4929285,1.1424285,2.165405,623.32245
8,9.150003,14.501659,1.1465107,2.18402,154.64522
9,8.541415,14.509225,1.1456639,2.208207,677.035
10,8.399143,14.428372,1.1350874,2.1094651,352.8844
11,9.480348,14.408223,1.1534692,2.1999662,360.2045
12,7.9531317,14.373065,1.1408166,2.1206295,709.62256
13,9.395057,14.443242,1.1510637,2.1809092,343.89233
14,7.7737737,14.386053,1.1494889,2.1652615,763.1253
15,8.466598,14.530169,1.1458284,2.152037,488.04672
16,7.898281,14.679703,1.1551293,2.2481954,803.75635
17,9.163074,14.445066,1.1437461,2.170745,463.2039
18,7.625096,14.332285,1.1424782,2.091329,705.648
19,9.087809,14.490424,1.1450932,2.0541015,116.80877
20,8.343202,14.563934,1.1402936,2.1682398,414.92557
21,7.830775,14.382724,1.1415951,2.132591,698.2876
22,8.078564,14.443129,1.1475077,2.1834533,711.24506
23,8.11496,14.486724,1.1419319,2.1206508,627.8983
24,7.872753,14.443593,1.1436579,2.1460154,716.47656
25,7.5753317,14.556995,1.1487387,2.2216237,814.54
26,9.290436,14.5841675,1.1387789,2.0743024,106.84079
27,8.021068,14.362168,1.1449028,2.144664,664.64404
28,7.9458904,14.345981,1.1426091,2.1399474,707.30273
29,7.9535575,14.490694,1.1482106,2.125851,649.54443
30,7.4707894,14.455499,1.1319687,2.2099907,383.484
31,8.105938,14.457903,1.1428277,2.1535914,656.52313
32,7.8490734,14.537988,1.1378876,2.1877208,575.7029
33,8.002935,14.444968,1.1483605,2.1737347,731.6206
34,7.997304,14.376577,1.1461107,2.1489754,728.38446
35,7.570388,14.428493,1.1414005,2.178094,778.54724
36,8.833423,14.332591,1.1466548,2.0710354,226.20233
37,7.9396973,14.414575,1.1434243,2.1489863,679.71576
38,8.574743,14.420715,1.1370381,2.1910806,518.4717
39,7.917002,14.436018,1.1488595,2.1666255,748.7477
40,8.092202,14.485954,1.142864,2.1657817,663.08435
41,8.031858,14.463368,1.1456437,2.1556277,690.29944
42,8.417987,14.574619,1.1416409,2.0822346,394.83646
43,7.9269347,14.3822155,1.1432027,2.1540995,661.77686
44,8.219938,14.405997,1.1481797,2.1736996,708.25134
45,8.078817,14.389153,1.1451503,2.1529872,715.0991
46,8.242322,14.544079,1.1485765,2.1662385,505.9818
47,9.482161,14.3379135,1.150137,2.1461763,29.284971
48,7.9787326,14.403528,1.1485159,2.1659985,734.09753
49,8.106952,14.444645,1.1482216,2.1621735,747.2813
50,9.4980545,14.695123,1.1549308,2.205276,303.00552
51,8.302751,14.594381,1.1476967,2.1722698,604.3792
52,7.920903,14.40816,1.1455323,2.1495016,676.4187
53,9.207953,14.49956,1.1425422,2.0724974,38.027397
54,9.402269,14.606575,1.1492628,2.175455,306.36398
55,8.313797,14.30475,1.1300027,2.133381,600.85126
56,8.506544,14.671758,1.1481124,2.1825535,547.58545
57,8.024771,14.376155,1.1437901,2.127329,648.0419
58,8.277219,14.4086075,1.1343429,2.1540427,334.25745
59,8.112061,14.3769865,1.1466075,2.130543,687.21155
60,8.238446,14.441234,1.1426071,2.1191983,439.86316
61,7.513805,14.530125,1.1503066,2.2021956,802.39484
62,7.981022,14.437622,1.1441013,2.1499994,731.4422
63,8.063814,14.376023,1.1447147,2.1439283,720.55554
64,8.15016,14.495637,1.1425813,2.1491275,517.86145
65,8.3320465,14.348105,1.1387194,2.0949266,295.8463
66,8.988968,14.362796,1.1384528,2.2055755,296.3746
67,7.726762,14.385195,1.1479301,2.1480324,658.93823
68,7.5641627,14.521692,1.1472498,2.1927984,787.71436
69,8.364664,14.557214,1.1472962,2.1625113,550.31287
70,8.6852865,14.521703,1.1455296,2.1017158,297.65512
71,8.016131,14.516608,1.1467049,2.143671,596.59576
72,9.0086155,14.446844,1.1365708,2.0248208,98.876465
73,7.8445525,14.51913,1.1512018,2.2063231,787.1015
74,8.082148,14.493493,1.1459427,2.1478043,622.9588
75,8.016298,14.463017,1.1409824,2.1582701,725.485
76,8.028962,14.325652,1.1416091,2.1329725,664.36145
77,8.037489,14.42944,1.1432968,2.1193988,664.49603
78,7.256157,14.387792,1.1471425,2.1707428,736.3375
79,9.444824,14.58365,1.1525186,2.1087124,63.177925
80,8.034748,14.302691,1.1422212,2.168728,659.51825
81,8.8362055,14.31972,1.1310799,2.0307422,102.178535
82,8.887944,14.559117,1.1480429,2.1410143,237.9876
83,8.691777,14.484819,1.1446605,2.0017488,276.78558
84,8.146171,14.560533,1.1476387,2.1518714,589.17114
85,7.5076857,14.512354,1.1477038,2.189038,795.42303
