,0,1,2,3,4
0,7.9977407,14.053921,1.1442316,2.1813452,400.07068
1,8.360697,13.759313,1.1449578,2.2186956,635.6424
2,8.318511,14.112459,1.1430107,2.190566,446.8295
3,7.970317,13.4885025,1.1387959,2.1649868,595.23846
4,8.183697,13.8747015,1.1417469,2.1758974,364.7521
5,8.286645,13.983689,1.1439391,2.183928,530.99493
6,7.9961677,14.158791,1.1513101,2.2101333,452.17908
7,8.664759,14.538702,1.1533666,2.248139,731.58185
8,9.026386,14.410062,1.1504024,2.2625947,732.56476
9,8.469648,14.14922,1.1446186,2.1976058,459.0775
10,8.60796,14.096938,1.142802,2.1535845,630.989
11,8.548214,13.720463,1.1429996,2.2219503,738.79895
12,8.085158,14.044239,1.1449109,2.1973143,440.49582
13,7.9894624,13.997924,1.1430829,2.2117422,467.30872
14,7.909301,14.057551,1.1448098,2.1641076,355.21097
15,8.338952,14.095784,1.1442516,2.1702495,432.8869
16,8.138171,14.001935,1.1464602,2.1723828,255.13808
17,8.306564,14.026013,1.1420275,2.1802692,327.95435
18,8.770742,14.090921,1.1489172,2.1890094,393.05157
19,8.917503,13.748502,1.1461887,2.2137847,871.0414
20,8.892966,13.98264,1.1422129,2.2226727,645.09064
21,8.203472,13.8752575,1.1410444,2.2117007,504.48267
22,8.553614,14.037045,1.1329782,2.2064884,632.17303
23,8.399687,14.35141,1.1487247,2.2060983,779.49536
24,8.19648,13.846701,1.1436348,2.1538582,319.01474
25,8.5195675,13.989639,1.1471729,2.2002559,290.3676
26,9.05263,13.728931,1.1521306,2.2329159,838.91565
27,8.862855,13.38609,1.1414065,2.2176073,854.8591
28,8.151576,13.9860935,1.1396635,2.1799297,412.38058
29,8.657343,14.1434765,1.1493208,2.1731167,236.40814
30,8.499939,13.863855,1.1366292,2.157413,387.3978
31,8.368455,13.993901,1.1415094,2.1739137,450.25537
32,8.496933,13.97756,1.1461521,2.1778543,402.5533
33,8.449184,13.960558,1.141384,2.171169,325.17657
34,8.172192,13.81281,1.1412709,2.1422267,334.50748
35,8.841725,14.311735,1.1494707,2.2465377,702.93414
36,7.9375176,14.127335,1.1373514,2.1869094,346.0799
37,8.17037,13.86998,1.1502385,2.2048824,642.0715
38,7.9113617,13.811323,1.1420112,2.2159128,518.1566
39,8.621454,14.239063,1.1521327,2.252258,558.06995
40,8.299714,13.914564,1.1426623,2.1975775,522.72125
41,8.316086,13.965196,1.1425449,2.1672661,401.5728
42,8.100295,13.88645,1.1429296,2.1874354,394.18713
43,8.1397915,14.0096035,1.1417338,2.195797,380.17984
44,7.97778,14.128032,1.1438696,2.1911805,524.92664
45,8.020813,13.860744,1.1366591,2.081499,403.28937
46,8.067205,13.683279,1.1398343,2.175108,392.25412
47,8.357918,14.289402,1.1497693,2.191568,248.07994
48,8.048934,13.229891,1.1453382,2.2127154,754.92487
49,7.8243594,13.980398,1.1399493,2.1808534,432.72473
50,8.5225935,13.875041,1.1413126,2.1761765,434.62814
51,8.400533,13.909215,1.1426604,2.1871188,437.2946
52,8.1096,14.11985,1.143891,2.1605647,524.6893
53,8.230896,13.983339,1.1441487,2.1592908,334.21637
54,7.220717,13.513318,1.1372817,2.0913632,882.243
55,8.784963,14.238338,1.1415765,2.2517443,744.21454
56,8.34624,13.855028,1.1462438,2.206534,612.8768
57,8.501791,13.829863,1.1445321,2.2124338,416.74304
58,8.326849,13.872403,1.1403445,2.1348817,383.94852
59,8.312011,14.148441,1.1405687,2.197128,519.1309
60,8.100025,14.091818,1.1479535,2.1858377,635.6724
61,8.339548,13.874848,1.1392733,2.1237655,328.05447
62,8.627033,14.48178,1.1461211,2.2581825,787.6884
63,8.38532,13.881131,1.1464088,2.1745157,319.04773
64,7.9951644,13.85617,1.1379373,2.1824255,574.3796
65,8.030283,13.85376,1.1410915,2.155446,279.1663
66,8.018201,13.9055805,1.1385823,2.1464014,304.05823
